,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
2787,Nakuru,orange,2016,17190,109.9455062,67003.89,31.8520694
2788,Nairobi,orange,2016,17190,117.1311498,67003.89,28.04799508
2789,Eldoret,orange,2016,17190,115.1989301,67003.89,31.75048899
2790,Central,orange,2016,17190,100.7896871,67003.89,29.07412717
2791,Nakuru,orange,2016,17190,108.0230792,67003.89,19.14381903
2792,Nairobi,orange,2016,17190,107.4287664,67003.89,16.14820285
2793,Eldoret,orange,2016,17190,116.8020848,67003.89,34.05296914
2794,Central,orange,2016,17190,118.3271968,67003.89,34.51423957
2795,Nakuru,orange,2016,20352,113.328978,67003.89,32.71748548
2796,Nairobi,orange,2016,20352,114.3117197,67003.89,25.16296632
2797,Eldoret,orange,2016,20352,113.9995146,67003.89,27.68167318
2798,Central,orange,2016,20352,107.0862095,67003.89,21.35093384
2799,Nakuru,orange,2016,20352,103.2005992,67003.89,11.69894639
2800,Nairobi,papaya,2016,20352,243.0745066,67003.89,35.21462816
2801,Eldoret,papaya,2016,20352,88.46607497,67003.89,42.39413392
2802,Central,papaya,2016,20352,119.2653877,67003.89,38.4191628
2803,Nakuru,papaya,2016,20352,235.6133585,67003.89,35.33294932
2804,Nairobi,papaya,2016,20352,196.2408242,67003.89,42.92325255
2805,Eldoret,papaya,2016,20352,203.4044028,67003.89,33.83508569
2806,Central,papaya,2016,104452,197.5282582,67003.89,33.20258348
2807,Nakuru,papaya,2016,104452,191.7760562,67003.89,23.48546973
2808,Nairobi,papaya,2016,104452,202.0572747,67003.89,29.33710543
2809,Eldoret,papaya,2016,104452,186.6762324,67003.89,40.21201748
2810,Central,papaya,2016,104452,197.402901,67003.89,42.13473976
2811,Nakuru,papaya,2016,104452,47.271547,67003.89,32.86316618
2812,Nairobi,papaya,2016,104452,232.7046126,67003.89,29.80744318
2813,Eldoret,papaya,2016,104452,63.62250788,67003.89,31.56213762
2814,Central,papaya,2016,104452,141.1736926,67003.89,36.32268069
2815,Nakuru,papaya,2016,104452,172.4788062,67003.89,37.13165026
2816,Nairobi,papaya,2016,104452,77.71566883,67003.89,38.4418717
2817,Eldoret,papaya,2016,14295,78.85085502,67003.89,32.66160599
2818,Central,papaya,2016,14295,149.9107557,67003.89,27.92765919
2819,Nakuru,papaya,2016,14295,105.8841531,67003.89,39.01793345
2820,Nairobi,papaya,2016,14295,51.07048113,67003.89,32.51247398
2821,Eldoret,papaya,2016,14295,62.62377075,67003.89,38.72382798
2822,Central,papaya,2016,14295,110.562229,67003.89,43.30204933
2823,Nakuru,papaya,2016,14295,238.5008779,67003.89,27.58548913
2824,Nairobi,papaya,2016,14295,132.7923586,67003.89,40.78881819
2825,Eldoret,papaya,2016,14295,206.3999208,67003.89,23.19451074
2826,Central,papaya,2016,14295,248.8592986,67003.89,32.68067385
2827,Nakuru,papaya,2016,14295,127.2509777,67003.89,34.28879307
2828,Nairobi,papaya,2016,91413,120.9512466,67003.89,39.30050027
2829,Eldoret,papaya,2016,91413,122.7628653,67003.89,39.73149053
2830,Central,papaya,2016,91413,64.4478499,67003.89,39.23342464
2831,Nakuru,papaya,2016,91413,40.35153141,67003.89,27.34734861
2832,Nairobi,papaya,2016,91413,209.8678411,67003.89,40.76998685
2833,Eldoret,papaya,2016,91413,59.49373381,67003.89,26.26559543
2834,Central,papaya,2016,91413,117.8201907,67003.89,28.12971499
2835,Nakuru,papaya,2016,91413,98.54047745,67003.89,34.2804607
2836,Nairobi,papaya,2016,91413,182.026807,67003.89,33.7960155
2837,Eldoret,papaya,2016,91413,207.0735119,67003.89,31.53243779
2838,Central,papaya,2016,91413,74.876786,67003.89,42.30495821
2839,Nakuru,papaya,2017,120628,218.2299187,75658.33,24.63676897
2840,Nairobi,papaya,2017,120628,179.2720807,75658.33,28.28222883
2841,Eldoret,papaya,2017,120628,183.49095,75658.33,24.48620746
2842,Central,papaya,2017,120628,78.8099639,75658.33,42.84609252
2843,Nakuru,papaya,2017,120628,103.8235658,75658.33,43.67549305
2844,Nairobi,papaya,2017,120628,165.7412972,75658.33,42.07213781
2845,Eldoret,papaya,2017,120628,136.8277041,75658.33,33.46873719
2846,Central,papaya,2017,120628,48.83810592,75658.33,31.7018373
2847,Nakuru,papaya,2017,120628,199.3096432,75658.33,41.41968393
2848,Nairobi,papaya,2017,120628,214.4103848,75658.33,42.54744013
2849,Eldoret,papaya,2017,120628,63.68794608,75658.33,28.91842453
2850,Central,papaya,2017,25321,211.8529059,75658.33,43.08022702
2851,Nakuru,papaya,2017,25321,209.4083305,75658.33,29.20300896
2852,Nairobi,papaya,2017,25321,181.527598,75658.33,41.04224355
2853,Eldoret,papaya,2017,25321,97.26336657,75658.33,25.62446619
2854,Central,papaya,2017,25321,163.9069365,75658.33,35.32876402
2855,Nakuru,papaya,2017,25321,63.35298768,75658.33,24.42561272
2856,Nairobi,papaya,2017,25321,54.01872359,75658.33,31.18298415
2857,Eldoret,papaya,2017,25321,79.27201575,75658.33,31.88342554
2858,Central,papaya,2017,25321,246.3613268,75658.33,42.93368602
2859,Nakuru,papaya,2017,25321,231.5153161,75658.33,23.11407669
2860,Nairobi,papaya,2017,25321,135.1694525,75658.33,24.87212063
2861,Eldoret,papaya,2017,146090,114.778071,75658.33,43.36051537
2862,Central,papaya,2017,146090,144.6656444,75658.33,26.83054058
2863,Nakuru,papaya,2017,146090,75.95295,75658.33,30.42012134
2864,Nairobi,papaya,2017,146090,115.8163936,75658.33,28.64555584
2865,Eldoret,papaya,2017,146090,71.73759526,75658.33,32.50037548
2866,Central,papaya,2017,146090,41.5856585,75658.33,43.03714283
2867,Nakuru,papaya,2017,146090,75.24521981,75658.33,30.10773379
2868,Nairobi,papaya,2017,146090,87.53393983,75658.33,23.69212243
2869,Eldoret,papaya,2017,146090,141.3381168,75658.33,35.67667332
2870,Central,papaya,2017,146090,82.83061083,75658.33,27.71948962
2871,Nakuru,papaya,2017,146090,149.8488208,75658.33,35.26824831
2872,Nairobi,papaya,2017,22912,161.6892093,75658.33,23.16855863
2873,Eldoret,papaya,2017,22912,88.1300769,75658.33,33.08706051
2874,Central,papaya,2017,22912,172.3458448,75658.33,37.4620912
2875,Nakuru,papaya,2017,22912,218.142147,75658.33,38.73218907
2876,Nairobi,papaya,2017,22912,93.7942847,75658.33,32.57720726
2877,Eldoret,papaya,2017,22912,210.2735346,75658.33,38.38231475
2878,Central,papaya,2017,22912,234.8466111,75658.33,42.93605359
2879,Nakuru,papaya,2017,22912,52.95477913,75658.33,25.65492304
2880,Nairobi,papaya,2017,22912,159.6577388,75658.33,37.58899717
2881,Eldoret,papaya,2017,22912,62.68710535,75658.33,29.60718808
2882,Central,papaya,2017,22912,174.4012337,75658.33,25.34756111
2883,Nakuru,papaya,2017,20167,241.8202079,75658.33,25.9300384
2884,Nairobi,papaya,2017,20167,240.4795923,75658.33,32.76795887
2885,Eldoret,papaya,2017,20167,126.8069869,75658.33,29.02328049
2886,Central,papaya,2017,20167,92.11877372,75658.33,40.00439101
2887,Nakuru,papaya,2017,20167,234.496633,75658.33,33.32315744
2888,Nairobi,papaya,2017,20167,46.44279118,75658.33,31.22790131
2889,Eldoret,papaya,2017,20167,62.50689682,75658.33,26.68386496
2890,Central,papaya,2017,20167,108.4103158,75658.33,24.70528368
2891,Nakuru,papaya,2017,20167,218.0908814,75658.33,38.2016825
2892,Nairobi,papaya,2017,20167,104.4218596,75658.33,36.56769731
2893,Eldoret,papaya,2017,20167,240.6863901,75658.33,26.05375792
2894,Central,papaya,2017,21241,54.77830202,75658.33,31.29986342
2895,Nakuru,papaya,2017,21241,149.1201489,75658.33,40.10207731
2896,Nairobi,papaya,2017,21241,102.2708231,75658.33,38.58954491
2897,Eldoret,papaya,2017,21241,239.7427554,75658.33,41.31330062
2898,Central,papaya,2017,21241,188.5181422,75658.33,37.03551903
2899,Nakuru,papaya,2017,21241,208.3357976,75658.33,23.0124018
2900,Nairobi,pomegranate,2017,21241,111.9684622,75658.33,24.55981624
2901,Eldoret,pomegranate,2017,21241,108.0458926,75658.33,19.65690085
2902,Central,pomegranate,2017,21241,102.5184759,75658.33,18.78359608
2903,Nakuru,pomegranate,2017,21241,110.2316633,75658.33,24.1469628
2904,Nairobi,pomegranate,2017,21241,109.3905998,75658.33,22.44581266
2905,Eldoret,pomegranate,2017,107920,109.4169192,75658.33,24.96273236
2906,Central,pomegranate,2017,107920,104.8955643,75658.33,22.5526059
2907,Nakuru,pomegranate,2017,107920,106.9659201,75658.33,22.77035608
2908,Nairobi,pomegranate,2017,107920,108.0423555,75658.33,19.20090378
2909,Eldoret,pomegranate,2017,107920,109.3930157,75658.33,23.12808226
2910,Central,pomegranate,2017,107920,104.7693804,75658.33,24.92639065
2911,Nakuru,pomegranate,2017,107920,105.7595811,75658.33,24.77464458
2912,Nairobi,pomegranate,2017,107920,108.3168858,75658.33,19.8671184
2913,Eldoret,pomegranate,2017,107920,104.5375109,75658.33,24.26601316
2914,Central,pomegranate,2017,107920,107.6836871,75658.33,23.62600218
2915,Nakuru,pomegranate,2017,107920,108.5468633,75658.33,19.67832052
2916,Nairobi,pomegranate,2017,14825,104.8216333,75658.33,22.36509395
2917,Eldoret,pomegranate,2017,14825,102.8593382,75658.33,21.57936934
2918,Central,pomegranate,2017,14825,108.0756727,75658.33,18.26233221
2919,Nakuru,pomegranate,2017,14825,105.6499907,75658.33,23.71028128
2920,Nairobi,pomegranate,2017,14825,111.6631582,75658.33,22.48720144
2921,Eldoret,pomegranate,2017,14825,112.4349689,75658.33,21.6602498
2922,Central,pomegranate,2017,14825,107.3416913,75658.33,20.13037175
2923,Nakuru,pomegranate,2017,14825,105.1834976,75658.33,18.41164435
2924,Nairobi,pomegranate,2017,14825,111.2818551,75658.33,19.68291173
2925,Eldoret,pomegranate,2017,14825,109.0946323,75658.33,23.20242586
2926,Central,pomegranate,2017,14825,102.8013275,75658.33,18.92157197
2927,Nakuru,pomegranate,2017,91471,106.8704803,75658.33,22.10621387
2928,Nairobi,pomegranate,2017,91471,108.4758509,75658.33,18.47412402
2929,Eldoret,pomegranate,2017,91471,102.860084,75658.33,19.81069447
2930,Central,pomegranate,2017,91471,103.1969341,75658.33,24.4880844
2931,Nakuru,pomegranate,2017,91471,111.0196744,75658.33,18.75927679
2932,Nairobi,pomegranate,2017,91471,104.3739878,75658.33,19.54128063
2933,Eldoret,pomegranate,2017,91471,111.2800516,75658.33,18.91251245
2934,Central,pomegranate,2017,91471,104.0277061,75658.33,19.91330523
2935,Nakuru,pomegranate,2017,91471,108.2287276,75658.33,19.72620525
2936,Nairobi,pomegranate,2017,91471,111.2232716,75658.33,23.83185873
2937,Eldoret,pomegranate,2017,91471,103.8799347,75658.33,24.94467632
2938,Central,pomegranate,2020,132173,104.6735454,84312.78,24.692258
2939,Nakuru,pomegranate,2020,132173,111.2787584,84312.78,24.72485577
2940,Nairobi,pomegranate,2020,132173,108.065579,84312.78,20.12644921
2941,Eldoret,pomegranate,2020,132173,104.7847006,84312.78,21.02432943
2942,Central,pomegranate,2020,132173,109.8695196,84312.78,22.40423537
2943,Nakuru,pomegranate,2020,132173,110.9653137,84312.78,20.33691147
2944,Nairobi,pomegranate,2020,132173,106.9216033,84312.78,24.24779615
2945,Eldoret,pomegranate,2020,132173,109.2853418,84312.78,24.81530144
2946,Central,pomegranate,2020,132173,106.0380805,84312.78,19.66329768
2947,Nakuru,pomegranate,2020,132173,112.459697,84312.78,22.43377991
2948,Nairobi,pomegranate,2020,132173,110.2437841,84312.78,22.92052307
2949,Eldoret,pomegranate,2020,23629,106.2817706,84312.78,22.91843172
2950,Central,pomegranate,2020,23629,107.1951707,84312.78,24.88244467
2951,Nakuru,pomegranate,2020,23629,105.2240743,84312.78,23.40981539
2952,Nairobi,pomegranate,2020,23629,107.5660804,84312.78,21.20725375
2953,Eldoret,pomegranate,2020,23629,109.6623974,84312.78,18.20230419
2954,Central,pomegranate,2020,23629,103.3183074,84312.78,22.34375696
2955,Nakuru,pomegranate,2020,23629,110.4606459,84312.78,24.32770134
2956,Nairobi,pomegranate,2020,23629,102.5538035,84312.78,19.75088482
2957,Eldoret,pomegranate,2020,23629,111.0217929,84312.78,19.86173586
2958,Central,pomegranate,2020,23629,106.3602023,84312.78,18.07132963
2959,Nakuru,pomegranate,2020,23629,104.617522,84312.78,23.89162561
2960,Nairobi,pomegranate,2020,144802,104.991282,84312.78,23.98598756
2961,Eldoret,pomegranate,2020,144802,103.0295938,84312.78,20.93892916
2962,Central,pomegranate,2020,144802,109.4429934,84312.78,20.82210727
2963,Nakuru,pomegranate,2020,144802,106.8685636,84312.78,20.86474944
2964,Nairobi,pomegranate,2020,144802,111.3779693,84312.78,24.45840036
2965,Eldoret,pomegranate,2020,144802,105.6209954,84312.78,24.51147697
2966,Central,pomegranate,2020,144802,110.9633894,84312.78,24.56811204
2967,Nakuru,pomegranate,2020,144802,110.6956184,84312.78,24.63228709
2968,Nairobi,pomegranate,2020,144802,103.7084055,84312.78,20.07386547
2969,Eldoret,pomegranate,2020,144802,102.6488846,84312.78,21.80523051
2970,Central,pomegranate,2020,144802,110.4432293,84312.78,22.8122645
2971,Nakuru,pomegranate,2020,23876,104.6843243,84312.78,22.73031253
2972,Nairobi,pomegranate,2020,23876,111.1382096,84312.78,23.2801227
2973,Eldoret,pomegranate,2020,23876,105.4766591,84312.78,19.30106297
2974,Central,pomegranate,2020,23876,108.6793978,84312.78,19.0087067
2975,Nakuru,pomegranate,2020,23876,105.529185,84312.78,24.35193812
2976,Nairobi,pomegranate,2020,23876,112.1926517,84312.78,24.72235539
2977,Eldoret,pomegranate,2020,23876,111.7162016,84312.78,21.92513945
2978,Central,pomegranate,2020,23876,107.6435771,84312.78,24.83954414
2979,Nakuru,pomegranate,2020,23876,104.88189,84312.78,18.09691127
2980,Nairobi,pomegranate,2020,23876,109.2537734,84312.78,20.24104904
2981,Eldoret,pomegranate,2020,23876,105.6917856,84312.78,23.22594
2982,Central,pomegranate,2020,19056,106.61905,84312.78,23.50128217
2983,Nakuru,pomegranate,2020,19056,106.1606833,84312.78,19.44623085
2984,Nairobi,pomegranate,2020,19056,110.5764023,84312.78,20.51343484
2985,Eldoret,pomegranate,2020,19056,107.6103211,84312.78,18.90223032
2986,Central,pomegranate,2020,19056,112.4750941,84312.78,18.90592319
2987,Nakuru,pomegranate,2020,19056,109.0357597,84312.78,22.63045168
2988,Nairobi,pomegranate,2020,19056,109.9130984,84312.78,19.38603815
2989,Eldoret,pomegranate,2020,19056,103.6012114,84312.78,24.38318965
2990,Central,pomegranate,2020,19056,106.977723,84312.78,23.77989026
2991,Nakuru,pomegranate,2020,19056,110.0932899,84312.78,22.59890174
2992,Nairobi,pomegranate,2020,19056,106.128338,84312.78,24.37766782
2993,Eldoret,pomegranate,2020,21632,104.4407083,84312.78,20.89273273
2994,Central,pomegranate,2020,21632,107.0050976,84312.78,18.09903225
2995,Nakuru,pomegranate,2020,21632,112.337046,84312.78,20.00218987
2996,Nairobi,pomegranate,2020,21632,102.8186358,84312.78,19.85139326
2997,Eldoret,pomegranate,2020,21632,106.2784673,84312.78,21.25433607
2998,Central,pomegranate,2020,21632,109.8076178,84312.78,23.65374106
2999,Nakuru,pomegranate,2020,21632,108.3121789,84312.78,23.88404783
3000,Nairobi,watermelon,2020,21632,53.65742581,84312.78,26.47330219
3001,Eldoret,watermelon,2020,21632,46.87420883,84312.78,25.18780042
3002,Central,watermelon,2020,21632,57.04147057,84312.78,25.29954705
3003,Nakuru,watermelon,2020,21632,57.95826144,84312.78,24.74631269
3004,Nairobi,watermelon,2020,113070,41.87540028,84312.78,26.58740671
3005,Eldoret,watermelon,2020,113070,49.11618732,84312.78,24.53442564
3006,Central,watermelon,2020,113070,57.79652846,84312.78,26.0713757
3007,Nakuru,watermelon,2020,113070,59.46338556,84312.78,25.96534238
3008,Nairobi,watermelon,2020,113070,54.60159289,84312.78,26.22338015
3009,Eldoret,watermelon,2020,113070,44.07843475,84312.78,24.41311871
3010,Central,watermelon,2020,113070,57.72799157,84312.78,26.49195283
3011,Nakuru,watermelon,2020,113070,53.78929956,84312.78,24.04355803
3012,Nairobi,watermelon,2020,113070,57.57343233,84312.78,25.5421695
3013,Eldoret,watermelon,2020,113070,40.794305,84312.78,26.74550678
3014,Central,watermelon,2020,113070,43.08961827,84312.78,25.7131428
3015,Nakuru,watermelon,2020,15541,44.22066914,84312.78,25.76484262
3016,Nairobi,watermelon,2020,15541,57.74091817,84312.78,26.79489868
3017,Eldoret,watermelon,2020,15541,57.44942094,84312.78,24.9004602
3018,Central,watermelon,2020,15541,58.79889057,84312.78,26.80750629
3019,Nakuru,watermelon,2020,15541,44.20656987,84312.78,25.11189154
3020,Nairobi,watermelon,2020,15541,59.65590798,84312.78,26.2148837
3021,Eldoret,watermelon,2020,15541,49.48575692,84312.78,24.9103226
3022,Central,watermelon,2020,15541,56.45229202,84312.78,25.79448878
3023,Nakuru,watermelon,2020,15541,40.12650421,84312.78,25.26931156
3024,Nairobi,watermelon,2020,15541,46.05122728,84312.78,25.76402693
3025,Eldoret,watermelon,2020,15541,46.85176955,84312.78,25.85483596
3026,Central,watermelon,2020,91667,48.32113628,84312.78,24.33528185
3027,Nakuru,watermelon,2020,91667,57.23028471,84312.78,25.37601283
3028,Nairobi,watermelon,2020,91667,55.29563514,84312.78,24.86094646
3029,Eldoret,watermelon,2020,91667,48.45978627,84312.78,24.71885473
3030,Central,watermelon,2020,91667,48.01138482,84312.78,24.21495706
3031,Nakuru,watermelon,2020,91667,54.82963379,84312.78,25.81692236
3032,Nairobi,watermelon,2020,91667,57.26773002,84312.78,24.47018505
3033,Eldoret,watermelon,2020,91667,51.19470197,84312.78,24.13078816
3034,Central,watermelon,2020,91667,49.43050977,84312.78,26.1793464
3035,Nakuru,watermelon,2020,91667,53.33484977,84312.78,26.17668721
3036,Nairobi,watermelon,2020,91667,44.3993381,84312.78,26.03867719
3037,Eldoret,watermelon,2021,130631,54.30660782,92967.22,26.53259325
3038,Central,watermelon,2021,130631,46.06193778,92967.22,26.81938687
3039,Nakuru,watermelon,2021,130631,48.47833278,92967.22,25.50405534
3040,Nairobi,watermelon,2021,130631,56.47941847,92967.22,26.20234499
3041,Eldoret,watermelon,2021,130631,43.52897517,92967.22,25.13735887
3042,Central,watermelon,2021,130631,42.10681516,92967.22,25.92030221
3043,Nakuru,watermelon,2021,130631,57.40847165,92967.22,26.6634609
3044,Nairobi,watermelon,2021,130631,51.75212401,92967.22,24.06731461
3045,Eldoret,watermelon,2021,130631,57.05709413,92967.22,24.6774157
3046,Central,watermelon,2021,130631,58.48160844,92967.22,26.11440416
3047,Nakuru,watermelon,2021,130631,55.74073582,92967.22,26.81530456
3048,Nairobi,watermelon,2021,26005,55.49541453,92967.22,25.15623099
3049,Eldoret,watermelon,2021,26005,49.29456609,92967.22,25.2801372
3050,Central,watermelon,2021,26005,49.08553937,92967.22,26.22005978
3051,Nakuru,watermelon,2021,26005,50.55710813,92967.22,24.92093261
3052,Nairobi,watermelon,2021,26005,54.65423596,92967.22,26.21667586
3053,Eldoret,watermelon,2021,26005,51.70497792,92967.22,26.81383586
3054,Central,watermelon,2021,26005,48.11248366,92967.22,24.31334971
3055,Nakuru,watermelon,2021,26005,51.26046418,92967.22,24.29105004
3056,Nairobi,watermelon,2021,26005,48.58241822,92967.22,24.42998931
3057,Eldoret,watermelon,2021,26005,54.22722466,92967.22,25.66576039
3058,Central,watermelon,2021,26005,56.39962921,92967.22,25.07803672
3059,Nakuru,watermelon,2021,152304,51.70699144,92967.22,24.88910524
3060,Nairobi,watermelon,2021,152304,56.34144589,92967.22,25.42900869
3061,Eldoret,watermelon,2021,152304,44.63907691,92967.22,24.37118217
3062,Central,watermelon,2021,152304,46.06382209,92967.22,26.4930645
3063,Nakuru,watermelon,2021,152304,45.24690619,92967.22,25.83202912
3064,Nairobi,watermelon,2021,152304,40.32161859,92967.22,24.41592661
3065,Eldoret,watermelon,2021,152304,44.20899581,92967.22,24.37190239
3066,Central,watermelon,2021,152304,54.7657624,92967.22,24.24782473
3067,Nakuru,watermelon,2021,152304,48.31219031,92967.22,24.64458469
3068,Nairobi,watermelon,2021,152304,53.14626213,92967.22,24.89681131
3069,Eldoret,watermelon,2021,152304,49.52320689,92967.22,25.41864024
3070,Central,watermelon,2021,25668,58.97878791,92967.22,26.26028739
3071,Nakuru,watermelon,2021,25668,46.59207341,92967.22,24.90123934
3072,Nairobi,watermelon,2021,25668,59.67927244,92967.22,24.84740848
3073,Eldoret,watermelon,2021,25668,42.91292205,92967.22,26.98212846
3074,Central,watermelon,2021,25668,59.75980023,92967.22,26.90435747
3075,Nakuru,watermelon,2021,25668,41.16554802,92967.22,25.86475496
3076,Nairobi,watermelon,2021,25668,51.51033554,92967.22,26.70607759
3077,Eldoret,watermelon,2021,25668,47.81847573,92967.22,26.44019475
3078,Central,watermelon,2021,25668,50.78669728,92967.22,26.283443
3079,Nakuru,watermelon,2021,25668,40.228644,92967.22,26.84366082
3080,Nairobi,watermelon,2021,25668,43.87712348,92967.22,26.03967219
3081,Eldoret,watermelon,2021,17981,48.75859458,92967.22,24.92994759
3082,Central,watermelon,2021,17981,44.2068997,92967.22,25.50736962
3083,Nakuru,watermelon,2021,17981,57.51549686,92967.22,25.4438391
3084,Nairobi,watermelon,2021,17981,40.71210074,92967.22,26.12588914
3085,Eldoret,watermelon,2021,17981,59.26519444,92967.22,25.10474753
3086,Central,watermelon,2021,17981,54.38748495,92967.22,26.27520631
